-11.92	1856.0
-11.76	1466.0
-11.6	1079.0
-11.440000000000001	825.0
-11.280000000000001	553.0
-11.120000000000001	335.0
-10.96	222.0
-10.8	105.0
-10.64	30.0
-10.48	14.0
-10.32	11.0
-10.16	6.0
-10.0	6.0
-9.84	3.0
-9.68	1.0
-9.52	0.0
-9.36	0.0
-9.2	0.0
-9.04	0.0
-8.879999999999999	0.0
-8.719999999999999	0.0
-8.56	0.0
-8.4	0.0
-8.24	0.0
-8.08	0.0
-7.92	0.0
-7.76	0.0
-7.6	0.0
-7.44	0.0
-7.280000000000001	0.0
-7.120000000000001	0.0
-6.960000000000001	0.0
-6.800000000000001	0.0
-6.640000000000001	0.0
-6.48	0.0
-6.32	0.0
-6.16	0.0
-6.0	0.0
-5.84	0.0
-5.68	0.0
-5.52	0.0
-5.36	0.0
-5.2	0.0
-5.04	0.0
-4.88	0.0
-4.72	0.0
-4.5600000000000005	0.0
-4.4	0.0
-4.24	0.0
-4.08	0.0
